URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.inera.se/ig/infrastructure-informationstructureservice-terminology/ValueSet/terminology-resultcode-vs,1.0.0,active,,ResultCodeVS,Resultatkod,"Alla koder i ResultCodeCS.",,"Internal"
