"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"gethospcredentialsforperson-request","gethospcredentialsforperson-request","","","",0,*,"","","","null {[]} {[]}
","GetHospCredentialsForPerson — Request","Logisk modell för requestparametrar i GetHospCredentialsForPerson.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"gethospcredentialsforperson-request.personalIdentityNumber","gethospcredentialsforperson-request.personalIdentityNumber","","","",1,1,"","","","string {[]} {[]}
","Person-id för personen vars HOSP-uppgifter söks ut","Ref. person-id (personalIdentityNumber) [R5].","","","","","","","","","",,,,,"",,,,"gethospcredentialsforperson-request.personalIdentityNumber",1,1,"",""
