URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.inera.se/ig/infrastructure-directory-authorizationmanagement/ValueSet/hosp-operation-vs,2.4.4,active,,HospOperationVS,HOSP Operation — ValueSet,"Tillåtna värden för operation i HandleHospCertificationPerson.",,"Internal"
