"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"gethosplastupdate","gethosplastupdate","","","",0,*,"","","","null {[]} {[]}
","GetHospLastUpdate","Logisk modell för tjänstekontraktet GetHospLastUpdate
(RIV-TA urn:riv:infrastructure:directory:authorizationmanagement:GetHospLastUpdate:1).
Hämtar tidpunkt för då HOSP-informationen tillgängliggjorts efter det senaste
utlämnandet från Socialstyrelsen. Kontraktet har inga inparametrar.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"gethosplastupdate.lastUpdate","gethosplastupdate.lastUpdate","","","",1,1,"","","","dateTime {[]} {[]}
","Tidpunkt då HOSP-informationen tillgängliggjorts efter senaste utlämnande","Tidpunkt då HOSP-informationen tillgängliggjorts efter senaste utlämnande","","","","","","","","","",,,,,"",,,,"gethosplastupdate.lastUpdate",1,1,"",""
