URL,Version,Status,OIDs,Name,Title,Description,Used
https://fhir.inera.se/CodeSystem/dispenseauthorizationstatus,2,active,,DispenseAuthorizationStatusCS,DispenseAuthorizationStatus — Status på expedieringsunderlag,"Kodverk för filterval av expedieringsunderlag baserat på kopplat/okopplat status. Används i GetMedicationDispenseAuthorizations.","ValueSet/dispenseauthorizationstatus-vs"
https://fhir.inera.se/CodeSystem/dispenseddrugsconsentorder,2,active,,DispensedDrugsConsentOrderCS,DispensedDrugsConsentOrder — Samtyckesorder,"Kodverk för typ av åtgärd för samtycke till uthämtade läkemedel.","ValueSet/dispenseddrugsconsentorder-vs"
https://fhir.inera.se/CodeSystem/dispenseddrugstypeofresponse,2,active,,DispensedDrugsTypeOfResponseCS,DispensedDrugsTypeOfResponse — Svarstyp,"Kodverk för önskad svarstyp i GetDispensedDrugs: strukturerad text, multimedia eller båda.","ValueSet/dispenseddrugstypeofresponse-vs"
https://fhir.inera.se/CodeSystem/errorcode,2,active,,ErrorCodeCS,ErrorCode — Felkod,"Kodverk för felkod i svar (ResultType.errorCode). Används i samtliga kontrakt.","ValueSet/errorcode-vs"
https://fhir.inera.se/CodeSystem/gender,2,active,,GenderCS,Gender — Kön,"Kodverk för patientens kön. Används i PatientInformation-typen i GetMedicationDispenseAuthorizations och RegisterMedicationDispenseAuthorization.","ValueSet/gender-vs"
https://fhir.inera.se/CodeSystem/lfconsent,2,active,,LFConsentCS,LFConsent — Samtyckestyp,"Kodverk för typ av samtycke för åtkomst till läkemedelsförteckning (LF). Används i GetDispensedDrugsConsent/RegisterDispensedDrugsConsent.","ValueSet/lfconsent-vs"
https://fhir.inera.se/CodeSystem/resultcode,2,active,,ResultCodeCS,ResultCode — Svarskod,"Kodverk för resultatkod i svar (ResultType). Används i samtliga kontrakt.","ValueSet/resultcode-vs"
