"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"skapahkdbkonto","skapahkdbkonto","","","",0,*,"","","","null {[]} {[]}
","SkapaHkdbKonto — Response","Logisk modell för svaret i SkapaHkdbKonto
(urn:riv:se.apotekensservice:pris:SkapaHkdbKontoResponder:4, SkapaHkdbKontoResponseType).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"skapahkdbkonto.ansluten","skapahkdbkonto.ansluten","","","",1,1,"","","","boolean {[]} {[]}
","ansluten","Personens högkostnadsstatus. False - Konto ej skapat True - Konto skapat","","","","","","","","","",,,,,"",,,,"skapahkdbkonto.ansluten",1,1,"",""
