"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"listcertificatesforcitizan-request","listcertificatesforcitizan-request","","","",0,*,"","","","null {[]} {[]}
","ListCertificatesForCitizen — Request","Logisk modell för requestparametrar i ListCertificatesForCitizen.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"listcertificatesforcitizan-request.personId","listcertificatesforcitizan-request.personId","","","",1,1,"","","","Identifier {[]} {[]}
","Person- eller samordningsnummer för patienten","Person- eller samordningsnummer för patienten","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan-request.personId",1,1,"",""
"listcertificatesforcitizan-request.intygTyp","listcertificatesforcitizan-request.intygTyp","","","",0,*,"","","","CodeableConcept {[]} {[]}
","Typ av intyg att filtrera på (utelämnas för alla typer)","Typ av intyg att filtrera på (utelämnas för alla typer)","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan-request.intygTyp",0,*,"",""
"listcertificatesforcitizan-request.arkiverade","listcertificatesforcitizan-request.arkiverade","","","",1,1,"","","","boolean {[]} {[]}
","Om arkiverade intyg ska inkluderas (true) eller ej (false)","Om arkiverade intyg ska inkluderas (true) eller ej (false)","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan-request.arkiverade",1,1,"",""
"listcertificatesforcitizan-request.fromDatum","listcertificatesforcitizan-request.fromDatum","","","",0,1,"","","","date {[]} {[]}
","Hämta intyg signerade från och med detta datum","Hämta intyg signerade från och med detta datum","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan-request.fromDatum",0,1,"",""
"listcertificatesforcitizan-request.tomDatum","listcertificatesforcitizan-request.tomDatum","","","",0,1,"","","","date {[]} {[]}
","Hämta intyg signerade till och med detta datum","Hämta intyg signerade till och med detta datum","","","","","","","","","",,,,,"",,,,"listcertificatesforcitizan-request.tomDatum",0,1,"",""
"listcertificatesforcitizan-request.part","listcertificatesforcitizan-request.part","","","",1,1,"","","","CodeableConcept {[]} {[]}
","Part som skickar begäran","Part som skickar begäran","","","","","","","","","",,"required","","https://fhir.inera.se/ig/clinicalprocess-healthcond-certificate/ValueSet/part-vs","",,,,"listcertificatesforcitizan-request.part",1,1,"",""
