URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.inera.se/ig/ehr-commission/ValueSet/resultcode-vs,1.0.0,active,,ResultCodeVS,ResultCode — ValueSet,"Tillåtna svarskoder för ResultType.ResultCode i ehr:commission-tjänsterna. Inkluderar alla koder från ResultCodeCS-kodverket.","StructureDefinition/getcommissionsforperson,StructureDefinition/setselectedcommissionforperson","Internal"
