"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"receiveehrextractstatus","receiveehrextractstatus","","","",0,*,"","","","null {[]} {[]}
","ReceiveEhrExtractStatus — Response","Logisk modell för svaret i ReceiveEhrExtractStatus
(urn:riv:ehr:patientsummary:ReceiveEhrExtractInitiator:1, ReceiveEhrExtractStatusResponseType).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"receiveehrextractstatus.success","receiveehrextractstatus.success","","","",1,1,"","","","boolean {[]} {[]}
","success","success","","","","","","","","","",,,,,"",,,,"receiveehrextractstatus.success",1,1,"",""
