"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"receiveehrextract","receiveehrextract","","","",0,*,"","","","null {[]} {[]}
","ReceiveEhrExtract — Response","Logisk modell för svaret i ReceiveEhrExtract
(urn:riv:ehr:patientsummary:ReceiveEhrExtractResponder:1, ReceiveEhrExtractResponseType).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"receiveehrextract.success","receiveehrextract.success","","","",1,1,"","","","boolean {[]} {[]}
","success","success","","","","","","","","","",,,,,"",,,,"receiveehrextract.success",1,1,"",""
