URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.inera.se/ig/ehr-patientsummary/ValueSet/patientsummary-responsedetailtypecodes-vs,1.0.0,active,,ResponseDetailTypeCodesVS,Typ av statusmeddelande (response_detail),"Alla koder i ResponseDetailTypeCodesCS.",,"Internal"
