URL,Version,Status,OIDs,Name,Title,Description,Used
https://fhir.inera.se/CodeSystem/errorcode-actoutcome,2.2.1,active,,ErrorCodeCS,ErrorCode,"Kodverk för felkoder i svar från tjänstekontrakten i domänen clinicalprocess:activityprescription:actoutcome.","ValueSet/errorcode-vs"
https://fhir.inera.se/CodeSystem/prescriptionstatus,2.2.1,active,,PrescriptionStatusCS,PrescriptionStatus,"Kodverk för ordinationsstatus i GetMedicationHistory. Anger om en ordination är aktiv eller inaktiv.","ValueSet/prescriptionstatus-vs"
https://fhir.inera.se/CodeSystem/resultcode-actoutcome,2.2.1,active,,ResultCodeCS,ResultCode,"Kodverk för resultatkod i svar från tjänstekontrakten i domänen clinicalprocess:activityprescription:actoutcome.","ValueSet/resultcode-vs"
https://fhir.inera.se/CodeSystem/typeofprescription,2.2.1,active,,TypeOfPrescriptionCS,TypeOfPrescription,"Kodverk för ordinationstyp i GetMedicationHistory. Anger om en ordination är en insättnings- eller utsättningsordination.","ValueSet/typeofprescription-vs"
