URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.inera.se/ig/followup-qualityregistry-nkrr/ValueSet/resultcode-vs,1.2.2,active,,ResultCodeVS,ResultCodeEnum — ValueSet,"Tillåtna resultatkoder (OK, INFO, ERROR) för tjänstekontrakt i domänen followup:qualityregistry:nkrr.",,"Internal"
