URL,Version,Status,OIDs,Name,Title,Description,Used
https://fhir.inera.se/CodeSystem/formcategory-cs,2.1,active,,FormCategoryCS,KV Formulärkategori,"Kodverk för formulärkategori. Definierar formulärets typ.","ValueSet/formcategory-vs"
https://fhir.inera.se/CodeSystem/formstatus-cs,2.1,active,,FormStatusCS,KV Form Status,"Kodverk för formulärets status. Definierar i vilken fas ett formulär befinner sig.","ValueSet/formstatus-vs"
https://fhir.inera.se/CodeSystem/publishstatus-cs,2.1,active,,PublishStatusCS,KV Publiceringsstatus,"Kodverk för publiceringsstatus för formulärmallar.","ValueSet/publishstatus-vs"
https://fhir.inera.se/CodeSystem/questionnavigationdirection-cs,2.1,active,,QuestionNavigationDirectionCS,KV Navigeringsriktning,"Kodverk för navigeringsriktning vid GetFormQuestionPage — anger om användaren navigerar framåt eller bakåt i ett formulär.","ValueSet/questionnavigationdirection-vs"
https://fhir.inera.se/CodeSystem/resultcode-cs,2.1,active,,ResultCodeCS,KV Resultatkod,"Kodverk för resultatkod — anger status på en operation i formulärinteraktionstjänsterna.","ValueSet/resultcode-vs"
