URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.inera.se/ig/clinicalprocess-healthcond-rheuma/ValueSet/physiciansglobal-vs,1.0.0,active,,PhysiciansGlobalVS,DoctorsGlobalEnum,"Alla koder i PhysiciansGlobalCS.","StructureDefinition/getrheumatoidarthritisdata","Internal"
