URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.inera.se/ig/ehr-patientrelationship/ValueSet/resultcode-vs,1.0.1,active,,ResultCodeVS,ResultCode — ValueSet,"Tillåtna svarskoder för tjänstekontrakt i ehr:patientrelationship.",,"Internal"
