URL,Version,Status,OIDs,Name,Title,Description,Used
https://fhir.inera.se/CodeSystem/resultcode-cs,1.0.1,active,,ResultCodeCS,ResultCode,"Svarskoder för tjänstekontrakt i ehr:patientrelationship. Anger status för utförda operationer.","ValueSet/resultcode-vs"
