"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"deletelaboratoryreport-request","deletelaboratoryreport-request","","","",0,*,"","","","null {[]} {[]}
","DeleteLaboratoryReport — Request","Logisk modell för requestparametrar i tjänstekontraktet DeleteLaboratoryReport
(RIV-TA urn:riv:followup:processdevelopment:infections:DeleteLaboratoryReport:1).
Raderar information som tidigare registrerats via ProcessLaboratoryReport.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"deletelaboratoryreport-request.laboratoryReportId","deletelaboratoryreport-request.laboratoryReportId","","","",1,1,"","","","Identifier {[]} {[]}
","Svars-id för det laboratoriesvar som ska raderas","Informationsspecifikation: Laboratoriesvar.svars-id
Nationell OID för lokala ID:n: 1.2.752.129.2.1.2.1
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"deletelaboratoryreport-request.laboratoryReportId",1,1,"",""
