"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"deleteprescription-request","deleteprescription-request","","","",0,*,"","","","null {[]} {[]}
","DeletePrescription — Request","Logisk modell för requestparametrar i tjänstekontraktet DeletePrescription
(RIV-TA urn:riv:followup:processdevelopment:infections:DeletePrescription:1).
Raderar information om en ordination som tidigare registrerats via ProcessPrescriptionReason.
Ordinationsorsaken för ordinationen tas inte bort.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"deleteprescription-request.prescriptionId","deleteprescription-request.prescriptionId","","","",1,1,"","","","Identifier {[]} {[]}
","Ordinations-id för den ordination som ska raderas","Nationell OID för lokala ID:n: 1.2.752.129.2.1.2.1
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"deleteprescription-request.prescriptionId",1,1,"",""
