"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"deletecareencounter-request","deletecareencounter-request","","","",0,*,"","","","null {[]} {[]}
","DeleteCareEncounter — Request","Logisk modell för requestparametrar i tjänstekontraktet DeleteCareEncounter
(RIV-TA urn:riv:followup:processdevelopment:infections:DeleteCareEncounter:1).
Raderar information som tidigare registrerats via ProcessCareEncounter.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"deletecareencounter-request.careEncounterId","deletecareencounter-request.careEncounterId","","","",1,1,"","","","Identifier {[]} {[]}
","careEncounterId för den vårdkontakt som ska raderas","Root: Nationell OID för lokala id:n: 1.2.752.129.2.1.2.1
Extension: HSA-id för det system inom vilket careEncounterId är unikt + "":"" + ID.
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"deletecareencounter-request.careEncounterId",1,1,"",""
