"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getpersonqueuestatus-request","getpersonqueuestatus-request","","","",0,*,"","","","null {[]} {[]}
","GetPersonQueueStatus — Request","Logisk modell för requestparametrar i tjänstekontraktet GetPersonQueueStatus (Visa köstatus).
(RIV-TA urn:riv:crm:carelisting:GetPersonQueueStatusResponder:1).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"getpersonqueuestatus-request.personId","getpersonqueuestatus-request.personId","","","",1,1,"","","","string {[]} {[]}
","PersonID för den person vars köstatus önskas","Identitetsbeteckning för vård- och omsorgstagaren vars köstatus efterfrågas.
Pattern: (([1-9]\d{7})|(\d{6}))[\-]?\d{4}
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getpersonqueuestatus-request.personId",1,1,"",""
