"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getlistingtypes-request","getlistingtypes-request","","","",0,*,"","","","null {[]} {[]}
","GetListingTypes — Request","Logisk modell för requestparametrar i tjänstekontraktet GetListingTypes (Visa listningstyp).
(RIV-TA urn:riv:crm:carelisting:GetListingTypesResponder:1).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"getlistingtypes-request.personId","getlistingtypes-request.personId","","","",1,1,"","","","string {[]} {[]}
","PersonID för den person vars möjliga listningstyper önskas","Anger person ID som det önskas möjliga typer av listningar för.
Pattern: (([1-9]\d{7})|(\d{6}))[\-]?\d{4}
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getlistingtypes-request.personId",1,1,"",""
