URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.inera.se/ig/crm-carelisting/ValueSet/personqueuestatus-vs,1.0.0,active,,PersonQueueStatusVS,PersonQueueStatus — ValueSet,"Tillåtna värden för köstatus (queueStatus) i tjänstekontraktet GetPersonQueueStatus. Definierade som xs:enumeration i crm_carelisting_1_0.xsd.",,"Internal"
