"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getlisting-request","getlisting-request","","","",0,*,"","","","null {[]} {[]}
","GetListing — Request","Logisk modell för requestparametrar i tjänstekontraktet GetListing (Visa tjänsteval).
(RIV-TA urn:riv:crm:carelisting:GetListingResponder:1).","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"getlisting-request.personId","getlisting-request.personId","","","",1,1,"","","","string {[]} {[]}
","Personnummer för vård- och omsorgstagaren","Identitetsbeteckning för vård- och omsorgstagaren.
Personnummer kan anges med eller utan sekelsiffror. Bindestreck är valfritt.
Pattern: (([1-9]\d{7})|(\d{6}))[\-]?\d{4}
Kardinalitet: Obligatorisk.","","","","","","","","","",,,,,"",,,,"getlisting-request.personId",1,1,"",""
