"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"unregisterblock-request","unregisterblock-request","","","",0,*,"","","","null {[]} {[]}
","UnregisterBlock — Request","Logisk modell för requestparametrar i UnregisterBlock.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"unregisterblock-request.blockId","unregisterblock-request.blockId","","","",1,1,"","","","string {[]} {[]}
","Unik identifierare (UUID) för den spärr som skall avregistreras.","Unik identifierare (UUID) för den spärr som skall avregistreras.","","","","","","","","","",,,,,"",,,,"unregisterblock-request.blockId",1,1,"",""
