"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"getpatientids-request","getpatientids-request","","","",0,*,"","","","null {[]} {[]}
","GetPatientIds — Request","Logisk modell för requestparametrar i GetPatientIds.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"getpatientids-request.careProviderId","getpatientids-request.careProviderId","","","",1,1,"","","","string {[]} {[]}
","HSA-id på den vårdgivare vars spärrade patienter skall hämtas.","HSA-id på den vårdgivare vars spärrade patienter skall hämtas.","","","","","","","","","",,,,,"",,,,"getpatientids-request.careProviderId",1,1,"",""
