"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"unregistertemporaryrevoke-request","unregistertemporaryrevoke-request","","","",0,*,"","","","null {[]} {[]}
","UnregisterTemporaryRevoke — Request","Logisk modell för requestparametrar i UnregisterTemporaryRevoke.","","","","","","","","","",,,,,"",,,,"Base",0,*,"",""
"unregistertemporaryrevoke-request.temporaryRevokeId","unregistertemporaryrevoke-request.temporaryRevokeId","","","",1,1,"","","","string {[]} {[]}
","Unik identifierare (UUID) för den tillfälliga hävning som skall avregistreras.","Unik identifierare (UUID) för den tillfälliga hävning som skall avregistreras.","","","","","","","","","",,,,,"",,,,"unregistertemporaryrevoke-request.temporaryRevokeId",1,1,"",""
