URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.inera.se/ig/processdevelopment-infections/ValueSet/resultcode-vs,1.0.2,active,,ResultCodeVS,ResultCode — ValueSet,"Tillåtna värden för resultatkod (OK/ERROR/INFO) enligt ResultCodeCS.",,"Internal"
