URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://fhir.inera.se/ig/crm-scheduling/ValueSet/result-code-vs,1.1,active,,ResultCodeVS,ResultCode — ValueSet,"Tillåtna värden för resultatkoder i tjänstedomänen crm:scheduling.",,"Internal"
